Character;EXT;NEU;AGR;CON;OPN;Cosine;Sentence
dudley;1;1;0;1;1;0.5; dad, hurry up! 
dudley;1;1;0;0;1;0.5773502691896258; dad!
vernon;1;1;1;0;1;0.5;happy birthday, son. 
vernon;1;1;0;0;1;0.5773502691896258; hurry up! bring my coffee, boy. 
vernon;1;1;0;1;1;0.5; 36. counted them myself. 
vernon;0;1;1;0;1;0.5773502691896258; but some of them are quite a bit bigger than last year's. 
vernon;1;1;1;0;1;0.5; i'm warning you now, boy. 
vernon;1;1;0;0;1;0.5773502691896258; any funny business, any at all... 
vernon;1;1;1;0;1;0.5; and you won't have any meals for a week. 
vernon;1;1;0;0;1;0.5773502691896258; get in. 
vernon;1;1;0;0;1;0.5773502691896258; move! 
vernon;1;1;1;0;1;0.5; what happened? 
vernon;1;0;1;1;1;0.5; there's no such thing as magic. 
vernon;1;1;1;0;1;0.5; caveat smeltonia. 
vernon;1;1;0;0;1;0.5773502691896258; proudest moment of my life. 
vernon;1;1;1;1;1;0.4472135954999579; marge is ill. ate a funny whelk. 
vernon;1;1;1;0;1;0.5; yours? who'd be writing to you? 
vernon;1;0;0;1;1;0.5773502691896258; no more mail through this letterbox. 
vernon;1;1;1;0;1;0.5; shoo! go on. 
vernon;1;1;0;0;1;0.5773502691896258; fine day, sunday. 
vernon;1;1;1;1;1;0.4472135954999579; in my opinion, best day of the week. 
vernon;1;1;0;0;1;0.5773502691896258; why is that, dudley? 
vernon;1;1;1;0;1;0.5; right you are, harry! 
vernon;0;1;0;0;1;0.7071067811865475; no post on sunday. 
vernon;1;1;0;1;1;0.5; no blasted letters today! no, sir. 
vernon;0;1;1;1;1;0.5; not one single bloody letter. not one! 
vernon;1;1;0;0;1;0.5773502691896258; no, sir, not one blasted, miserable... 
vernon;1;1;0;0;1;0.5773502691896258; give me that! 
vernon;1;1;1;1;1;0.4472135954999579; give me that letter! 
vernon;1;1;0;0;1;0.5773502691896258; that's it! 
vernon;1;1;0;0;1;0.5773502691896258; we're going away! 
vernon;1;1;0;1;1;0.5; far away, where they can't find us! 
vernon;1;1;1;0;1;0.5; who's there? 
vernon;1;1;0;0;1;0.5773502691896258; i demand that you leave at once, sir! 
vernon;1;1;1;0;1;0.5; you are breaking and entering! 
vernon;1;1;1;0;1;0.5; he will not be going there! 
vernon;1;1;0;0;1;0.5773502691896258; we swore when we took him in we'd put a stop to all this rubbish. 
vernon;1;1;0;0;1;0.5773502691896258; he'll not be going. 
vernon;0;1;0;0;1;0.7071067811865475; i will not pay to have some crackpot old fool teach him magic tricks. 
vernon;1;1;1;1;1;0.4472135954999579; harry potter! 
vernon;1;1;1;0;1;0.5; huh, huh! so you could send secret messages to you freaky little friends. no, sir!
harry;1;1;1;1;1;0.4472135954999579;yes, aunt petunia. 
harry;1;1;0;0;1;0.5773502691896258; yes, uncle vernon. 
harry;1;1;0;0;1;0.5773502691896258; he's asleep! 
harry;1;1;0;0;1;0.5773502691896258; sorry about him. 
harry;1;1;0;1;1;0.5; he doesn't understand what it's like, lying there day after day... 
harry;0;1;1;0;1;0.5773502691896258; ...watching people press their ugly faces in on you. 
harry;1;1;1;0;1;0.5; can you hear me? 
harry;1;1;1;1;1;0.4472135954999579; it's just, i've never talked to a snake before. 
harry;1;1;1;0;1;0.5; do you...? 
harry;1;1;1;0;1;0.5; i mean, do you talk to people often? 
harry;1;1;1;0;1;0.5; you're from burma, aren't you? 
harry;1;1;0;0;1;0.5773502691896258; was it nice there? 
harry;0;1;1;0;1;0.5773502691896258; do you miss your family? 
harry;1;0;0;0;1;0.7071067811865475; i see. that's me as well. 
harry;1;1;0;0;1;0.5773502691896258; i never knew my parents either. 
harry;1;1;1;1;1;0.4472135954999579; mummy, dad, come here!  
harry;1;1;0;0;1;0.5773502691896258; anytime. 
harry;1;1;0;0;1;0.5773502691896258; i swear, i don't know! 
harry;1;0;0;0;1;0.7071067811865475; one minute the glass was there and then it was gone, it was like magic. 
harry;1;1;1;0;1;0.5; will i have to wear that too? 
harry;0;1;1;0;1;0.5773502691896258; that's dudley's old uniform. 
harry;1;1;0;1;1;0.5; it'll fit me like bits of old elephant skin. 
harry;1;1;0;0;1;0.5773502691896258; hey, give it back! it's mine! 
harry;1;1;1;0;1;0.5; because there's no post on sundays? 
harry;1;1;1;0;1;0.5; get off! 
harry;1;1;0;0;1;0.5773502691896258; they're my letters! 
harry;1;1;0;0;1;0.5773502691896258; let go of me! 
harry;1;1;1;1;1;0.4472135954999579; make a wish, harry. 
harry;1;1;0;0;1;0.5773502691896258; i am. 
harry;1;1;0;0;1;0.5773502691896258; thank you. 
harry;1;1;0;1;1;0.5; excuse me, who are you? 
harry;1;1;0;0;1;0.5773502691896258; sorry, no. 
harry;1;1;1;0;1;0.5; learnt what? 
harry;1;1;0;0;1;0.5773502691896258; i'm a what? 
harry;1;1;0;0;1;0.5773502691896258; no, you've made a mistake. 
harry;1;1;0;0;1;0.5773502691896258; i mean...l can't be a wizard. 
harry;1;1;1;0;1;0.5; i mean, i'm just harry. 
harry;1;1;1;0;1;0.5; just harry. 
harry;1;1;1;0;1;0.5; dear mr. potter, 
harry;0;1;0;0;1;0.7071067811865475;" we are pleased to inform you that you have been accepted at hogwarts school of witchcraft and wizardry."" "
harry;1;1;0;0;1;0.5773502691896258; you knew?  
harry;1;1;0;0;1;0.5773502691896258; you knew all along and you never told me? 
harry;1;1;1;0;1;0.5; blown up? 
harry;1;1;1;0;1;0.5; you told me my parents died in a car crash. 
harry;1;1;1;0;1;0.5; muggle? 
harry;1;1;1;0;1;0.5; okay. 
harry;1;1;1;1;1;0.4472135954999579; first year's students will require three sets of plain work robes one wand. 
harry;1;1;0;0;1;0.5773502691896258; one pair of dragon hide gloves. 
harry;1;1;1;0;1;0.5; hagrid, do they mean from a real dragon? 
harry;1;1;1;0;1;0.5; you'd like a dragon? 
harry;1;1;0;1;1;0.5;" all students must be equipped with one standard size 2 pewter cauldron and may bring, if they desire,
 either an owl, a cat or a toad. "
harry;1;1;0;0;1;0.5773502691896258; can we find all this in london? 
harry;1;1;0;1;1;0.5; oh, nice to meet you. 
harry;1;1;0;1;1;0.5; goodbye. 
harry;1;1;0;0;1;0.5773502691896258; but why am i famous, hagrid? 
harry;1;1;0;0;1;0.5773502691896258; all those people back there, how is it they know who i am? 
harry;1;1;1;1;1;0.4472135954999579; but, hagrid, how am i to pay for all this? 
harry;1;1;1;0;1;0.5; i haven't any money. 
harry;1;1;1;0;1;0.5; hagrid, what exactly are these things? 
harry;0;1;0;0;1;0.7071067811865475; what's in there, hagrid? 
harry;1;1;1;0;1;0.5; i still need... a wand. 
harry;1;1;0;0;1;0.5773502691896258; hello? 
harry;1;1;0;0;1;0.5773502691896258; hello? 
harry;1;1;0;0;1;0.5773502691896258; sorry, but what's curious? 
harry;1;1;1;0;1;0.5; and who owned that wand? 
harry;1;1;0;0;1;0.5773502691896258; he killed my parents, didn't he? 
harry;1;1;1;1;1;0.4472135954999579; the one who gave me this. 
harry;1;1;0;0;1;0.5773502691896258; you know, hagrid.  
harry;1;1;0;0;1;0.5773502691896258; i know you do. 
harry;1;1;1;0;1;0.5; maybe if you wrote it down? 
harry;1;1;0;0;1;0.5773502691896258; voldemort? 
harry;1;1;0;0;1;0.5773502691896258; me? voldemort tried to kill me? 
harry;1;1;1;0;1;0.5; what happened to v...? 
harry;1;1;0;0;1;0.5773502691896258; to you-know-who? 
harry;1;1;1;0;1;0.5; platform 9 3/4? 
harry;1;1;0;1;1;0.5; but, hagrid, there must be a mistake. 
harry;1;1;1;0;1;0.5; this says platform 9 3/4. 
harry;1;0;1;1;1;0.5; there's no such thing, is there? 
harry;1;1;0;1;1;0.5; excuse me. excuse me. 
harry;1;1;0;1;1;0.5; excuse me sir, can you tell me where i might find platform 9 3/4? 
harry;1;1;0;0;1;0.5773502691896258; muggles? 
harry;1;1;0;1;1;0.5; excuse me. 
harry;1;1;1;0;1;0.5; could you tell me how to...? 
harry;1;1;0;0;1;0.5773502691896258; no. not at all. 
harry;1;1;1;1;1;0.4472135954999579; i'm harry. harry potter. 
harry;1;1;0;0;1;0.5773502691896258; the what? 
harry;1;1;0;0;1;0.5773502691896258; we'll take the lot. 
harry;1;1;1;0;1;0.5; bertie bott's every flavor beans? 
harry;0;1;1;0;1;0.5773502691896258; these aren't real frogs, are they? 
harry;1;1;0;0;1;0.5773502691896258; i've got dumbledore! 
harry;1;1;0;0;1;0.5773502691896258; hey, he's gone! 
harry;1;1;1;0;1;0.5; just a little bit. 
harry;1;1;0;0;1;0.5773502691896258; yeah. 
harry;1;1;0;0;1;0.5773502691896258; hey, hagrid. 
harry;1;1;1;0;1;0.5; i think i can tell the wrong sort for myself, thanks. 
harry;0;1;0;1;1;0.5773502691896258; nothing. nothing, i'm fine. 
harry;1;1;0;0;1;0.5773502691896258; not slytherin, not slytherin! 
harry;1;1;1;1;1;0.4472135954999579; say, percy, who's that teacher talking to professor quirrell? 
harry;1;1;0;0;1;0.5773502691896258; what's he teach? 
harry;1;1;0;0;1;0.5773502691896258; i think she fancies you. 
harry;1;1;0;0;1;0.5773502691896258; we got lost. 
harry;1;1;0;0;1;0.5773502691896258; i don't know, sir. 
harry;1;1;0;0;1;0.5773502691896258; i don't know, sir. 
harry;1;1;0;1;1;0.5; clearly, hermione knows. 
harry;1;1;0;0;1;0.5773502691896258; seems a pity not to ask her. 
harry;1;1;0;1;1;0.5; what's seamus trying to do to that glass of water? 
harry;1;1;1;0;1;0.5; can i borrow this? thanks. 
harry;1;0;0;0;1;0.7071067811865475; hey ron! somebody broke into gringotts. 
harry;1;1;0;0;1;0.5773502691896258; listen. 
harry;1;1;0;0;1;0.5773502691896258;" believed to be the work of dark wizards or witches unknown gringotts goblins while acknowledging the breach, insist nothing was taken.
 "
harry;1;1;0;0;1;0.5773502691896258;" the vault in question, number 713, had, in fact, been emptied earlier that very same day."" "
harry;1;1;0;0;1;0.5773502691896258; that's odd.  
harry;1;1;0;0;1;0.5773502691896258; that's the vault hagrid and i went to. 
harry;1;1;0;0;1;0.5773502691896258; give it here, malfoy. 
harry;1;1;0;0;1;0.5773502691896258; give it here or i'll knock you off your broom! 
harry;1;1;0;0;1;0.5773502691896258; a century, according to mcgonagall. 
harry;1;1;1;1;1;0.4472135954999579; but i've never even played quidditch.  
harry;1;1;0;1;1;0.5; what if i make a fool of myself? 
harry;1;1;0;0;1;0.5773502691896258; i-i didn't know. 
harry;1;1;0;0;1;0.5773502691896258; who doesn't? 
harry;1;1;0;0;1;0.5773502691896258; what's happening? 
harry;1;1;0;0;1;0.5773502691896258; let's go this way. 
harry;1;1;1;0;1;0.5; let's go. 
harry;1;1;0;0;1;0.5773502691896258; run! quick, let's hide through that door! 
harry;1;1;1;0;1;0.5; it's locked! 
harry;1;1;1;0;1;0.5; and for good reason.  
harry;1;1;0;0;1;0.5773502691896258; guarding something? 
harry;1;1;0;0;1;0.5773502691896258; i think so.  
harry;1;1;0;0;1;0.5773502691896258; what are those? 
harry;1;1;0;0;1;0.5773502691896258; what was that? 
harry;1;0;0;0;1;0.7071067811865475; i like this ball. 
harry;1;1;1;0;1;0.5; what do i do with it? 
harry;1;1;1;0;1;0.5; whoa. 
harry;1;1;1;1;1;0.4472135954999579; i think we're going to need another feather over here, professor. 
harry;0;1;1;0;1;0.5773502691896258; i think she heard you. 
harry;1;1;0;0;1;0.5773502691896258; where's hermione? 
harry;1;1;1;0;1;0.5; how could a troll get in? 
harry;1;1;1;0;1;0.5; hermione!  
harry;1;1;0;0;1;0.5773502691896258; she doesn't know! 
harry;1;1;1;0;1;0.5; it's going into the girl's bathroom! 
harry;1;1;0;0;1;0.5773502691896258; hermione, move! 
harry;1;1;1;0;1;0.5; whooa! whoa, whoa!  
harry;1;1;0;0;1;0.5773502691896258; do something! 
harry;1;1;0;0;1;0.5773502691896258; anything!  
harry;0;1;0;0;1;0.7071067811865475; hurry up! 
harry;1;1;0;0;1;0.5773502691896258; i don't think so.  
harry;1;1;0;0;1;0.5773502691896258; just knocked out.  
harry;1;1;1;0;1;0.5;  ew. troll bogies. 
harry;1;1;1;1;1;0.4472135954999579; good of you to get us out of trouble like that. 
harry;0;1;0;0;1;0.7071067811865475; mind you, she might not have needed saving if you hadn't insulted her. 
harry;1;1;0;0;1;0.5773502691896258; i'm not hungry. 
harry;1;1;1;0;1;0.5; that explains the blood. 
harry;1;1;0;0;1;0.5773502691896258; listen, last night, i'm guessing snape let the troll in as a diversion so he could try and get past that 3 headed dog.  
harry;1;1;1;1;1;0.4472135954999579; but, he got himself bitten, that's why he's limping. 
harry;1;0;0;0;1;0.7071067811865475; the day i was at gringotts, hagrid took something out of one of the vaults. 
harry;1;1;1;0;1;0.5;  he said it was hogwarts' business, very secret. 
harry;1;1;0;0;1;0.5773502691896258; that's what the dog's guarding.  
harry;1;1;0;0;1;0.5773502691896258; that's what snape wants. 
harry;1;1;1;1;1;0.4472135954999579; but i-i never get mail. 
harry;1;1;0;0;1;0.5773502691896258; it's a broomstick! 
harry;1;1;1;0;1;0.5; but who...? 
harry;1;1;0;0;1;0.5773502691896258; a little. 
harry;1;1;1;0;1;0.5; what happened? 
harry;1;1;1;0;1;0.5; yes! whoa! 
harry;1;1;0;0;1;0.5773502691896258; yes! 
harry;1;1;1;0;1;0.5; whoa! whooa! 
harry;1;1;1;0;1;0.5; who knows.  
harry;1;1;1;1;1;0.4472135954999579; why was he trying to get past that 3 headed dog on halloween? 
harry;1;1;0;0;1;0.5773502691896258; yes? 
harry;1;1;1;0;1;0.5; but hagrid, whatever fluffy's guarding, snape's trying to steal it! 
harry;1;1;0;0;1;0.5773502691896258; exactly. 
harry;1;1;1;0;1;0.5; nicholas flamel? 
harry;1;1;1;0;1;0.5; nicholas flamel...who's nicholas flamel? 
harry;1;1;1;0;1;0.5; knight to e-5. 
harry;1;1;1;0;1;0.5; happy christmas, ron.  
harry;1;1;0;0;1;0.5773502691896258; what are you wearing? 
harry;1;1;0;0;1;0.5773502691896258; i've got presents? 
harry;1;1;0;0;1;0.5773502691896258; oh!  
harry;1;1;1;0;1;0.5; your father left this in my possession before he died. 
harry;1;1;1;0;1;0.5; it is time it was returned to you. 
harry;1;1;1;0;1;0.5; use it well. 
harry;1;1;1;0;1;0.5; some kind of...cloak. 
harry;1;1;0;0;1;0.5773502691896258; my body's gone! 
harry;1;1;1;0;1;0.5; i'm invisible?? 
harry;1;1;0;0;1;0.5773502691896258; there was no name.  
harry;1;1;1;0;1;0.5;" it just said, ""use it well."" "
harry;1;1;1;0;1;0.5; famous fire eaters... 
harry;1;1;0;0;1;0.5773502691896258; 15th century fiends...flamel... 
harry;1;1;1;0;1;0.5; nicholas flamel...where are you? 
harry;1;1;0;1;1;0.5; mum? dad?  
harry;1;0;0;0;1;0.7071067811865475; ron! you've really got to see this!  
harry;1;0;0;0;1;0.7071067811865475; ron! you've got to see this!  
harry;1;1;1;1;1;0.4472135954999579; ron, ron, come on. get out of bed! 
harry;1;0;0;0;1;0.7071067811865475; there's something you've got to see.  
harry;1;1;1;0;1;0.5; now, come on! 
harry;1;1;1;0;1;0.5; come on. come. come look, it's my parents! 
harry;1;1;1;1;1;0.4472135954999579; look in properly. go on.  
harry;0;1;0;0;1;0.7071067811865475; stand there. there.  
harry;1;0;0;0;1;0.7071067811865475; you see them, don't you?  
harry;1;1;0;0;1;0.5773502691896258; thats my dad 
harry;1;1;0;0;1;0.5773502691896258; how can it?  
harry;1;1;0;0;1;0.5773502691896258; both my parents are dead. 
harry;1;1;0;0;1;0.5773502691896258; no. 
harry;1;1;0;0;1;0.5773502691896258; no. 
harry;1;1;1;0;1;0.5; so, then it shows us what we want?  
harry;1;1;1;0;1;0.5; whatever we want? 
harry;1;1;0;0;1;0.5773502691896258; malfoy. 
harry;1;1;1;0;1;0.5; i found him! 
harry;1;1;1;0;1;0.5; go on! 
harry;0;1;0;1;1;0.5773502691896258; i knew the name sound familiar. 
harry;1;0;0;0;1;0.7071067811865475; i read it on the train that day. 
harry;1;1;0;0;1;0.5773502691896258;  shh! 
harry;1;1;0;0;1;0.5773502691896258; hagrid! 
harry;1;1;1;0;1;0.5; we think snape's trying to steal it. 
harry;1;1;0;0;1;0.5773502691896258; hagrid, we know he's after the stone.  
harry;1;1;0;0;1;0.5773502691896258; we just don't know why. 
harry;1;1;0;0;1;0.5773502691896258; what? 
harry;1;1;1;0;1;0.5; wait a minute. 
harry;1;1;0;1;1;0.5; one of the teachers? 
harry;1;1;1;0;1;0.5; uh, hagrid, what exactly is that? 
harry;1;1;0;0;1;0.5773502691896258; norbert? 
harry;1;1;0;0;1;0.5773502691896258; malfoy. 
harry;1;1;1;0;1;0.5; hagrid always wanted a dragon.  
harry;1;1;1;0;1;0.5; he told me so the first time i met him. 
harry;1;1;0;0;1;0.5773502691896258; i don't understand.  
harry;1;1;0;0;1;0.5773502691896258; 50?! 
harry;1;1;0;0;1;0.5773502691896258;  hagrid, what's that? 
harry;0;1;0;1;1;0.5773502691896258; if i didn't know better, draco, i'd say you were scared. 
harry;1;1;0;0;1;0.5773502691896258; what is it, fang? 
harry;0;0;0;0;1;1.0; but what was that thing you saved me from? 
harry;1;1;1;0;1;0.5; but who would choose such a life? 
harry;1;0;0;0;1;0.7071067811865475;  do you mean to say...that that thing that killed the unicorn... 
harry;1;1;0;0;1;0.5773502691896258; that was drinking its blood...that was voldemort? 
harry;1;1;0;0;1;0.5773502691896258; the sorcerer's stone. 
harry;1;1;0;0;1;0.5773502691896258; but he's weak.  
harry;1;1;1;0;1;0.5; he's living off the unicorns.  
harry;1;1;0;0;1;0.5773502691896258; don't you see? we had it wrong.  
harry;1;1;0;0;1;0.5773502691896258; snape doesn't want the stone for himself, he wants the stone for voldemort.  
harry;1;1;1;0;1;0.5; with the elixir of life, voldemort will be strong again.  
harry;1;1;1;0;1;0.5; he'll he'll come back.  
harry;1;1;0;0;1;0.5773502691896258;  i think if he'd had the chance, he might have tried to kill me tonight. 
harry;0;1;0;0;1;0.7071067811865475; my scar. it keeps burning. 
harry;1;0;0;0;1;0.7071067811865475; not like this. 
harry;1;1;1;0;1;0.5;  i think it's a warning. 
harry;1;1;0;1;1;0.5;  it means dangers coming. uhh!   
harry;1;1;1;0;1;0.5; oh. of course! 
harry;0;1;1;0;1;0.5773502691896258; don't you think it's a bit odd that what hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one? 
harry;1;1;0;0;1;0.5773502691896258; i mean, how many people wander around with dragon eggs in their pockets?  
harry;1;0;0;1;1;0.5773502691896258; why didn't i see it before?  
harry;1;1;1;1;1;0.4472135954999579; hagrid, who gave you the dragon egg? 
harry;1;1;1;0;1;0.5;  what did he look like? 
harry;1;1;0;1;1;0.5; the stranger, though, you and he must have talked. 
harry;0;1;0;0;1;0.7071067811865475;  and did he seem interested in fluffy? 
harry;0;1;1;0;1;0.5773502691896258;  we have to see professor dumbledore, immediately! 
harry;1;0;0;0;1;0.7071067811865475; he's gone?! now?  
harry;1;1;0;0;1;0.5773502691896258; but this is important!  
harry;1;1;0;0;1;0.5773502691896258; it's about...the sorcerer's stone. 
harry;1;1;0;0;1;0.5773502691896258; someone's going to try and steal it. 
harry;1;1;1;0;1;0.5; that was no stranger hagrid met in the village.  
harry;1;1;0;0;1;0.5773502691896258; it was snape, which means he knows how to get past fluffy. 
harry;1;1;1;1;1;0.4472135954999579; we go down the trapdoor. tonight. 
harry;1;1;0;0;1;0.5773502691896258; trevor. 
harry;0;1;0;1;1;0.5773502691896258; now, neville, listen. we were 
harry;1;1;1;0;1;0.5;  let's go. sorry. 
harry;1;1;0;0;1;0.5773502691896258; snoring 
harry;1;1;1;0;1;0.5; snape's already been here.  
harry;1;1;1;0;1;0.5; he's put a spell on the harp. 
harry;1;1;0;0;1;0.5773502691896258; we have to move its paw. 
harry;1;1;1;0;1;0.5; come on! okay. push!  
harry;1;1;0;0;1;0.5773502691896258; i'll go first.  
harry;1;1;1;0;1;0.5; don't follow until i give you a sign. 
harry;1;1;1;0;1;0.5; if something bad happens, get yourselves out… 
harry;1;1;0;0;1;0.5773502691896258; does it seem a bit...quiet to you? 
harry;1;1;0;0;1;0.5773502691896258; jump! go!  
harry;0;1;1;0;1;0.5773502691896258; whoa! oh. ahh! 
harry;1;1;1;0;1;0.5; hermione! where are you?! 
harry;1;1;1;1;1;0.4472135954999579; yeah, yeah, i'm fine. 
harry;0;1;0;0;1;0.7071067811865475; apparently not. 
harry;1;1;0;0;1;0.5773502691896258; what? 
harry;1;1;1;0;1;0.5; ron, are you okay? 
harry;1;1;1;0;1;0.5; okay. 
harry;1;1;0;1;1;0.5; lucky hermione pays attention in herbology. 
harry;1;1;0;0;1;0.5773502691896258; i don't know.  
harry;1;1;1;0;1;0.5; sounds like wings. 
harry;1;1;1;0;1;0.5; they're not birds, they're keys.  
harry;1;1;1;0;1;0.5; and i'll bet one of them fits that door.  
harry;0;1;0;0;1;0.7071067811865475; i don't know. strange. 
harry;1;0;0;0;1;0.7071067811865475; there! i see it! 
harry;1;1;1;0;1;0.5; the one with the broken wing! 
harry;1;1;0;1;1;0.5; it's too simple. 
harry;1;1;0;1;1;0.5; catch the key! 
harry;1;1;1;0;1;0.5; where are we? a graveyard. 
harry;1;1;1;0;1;0.5; there's the door. 
harry;1;1;1;0;1;0.5; wait a minute. 
harry;1;1;0;1;1;0.5; no, ron! no! 
harry;1;1;1;0;1;0.5; he's going to sacrifice himself! 
harry;1;1;1;0;1;0.5; ron!  
harry;0;1;0;0;1;0.7071067811865475; no! don't move! dont forget, we're still playing.  
harry;1;1;0;0;1;0.5773502691896258; checkmate.  
harry;1;1;0;0;1;0.5773502691896258; take care of ron. then, go to the owlery.  
harry;1;1;1;0;1;0.5; send a message to dumbledore.  
harry;1;1;1;0;1;0.5; ron's right...i have to go on. 
harry;1;1;0;0;1;0.5773502691896258; not as good as you. 
harry;1;1;0;0;1;0.5773502691896258; you? no. it can't be...snape. he was the one 
harry;1;1;0;0;1;0.5773502691896258; b-but, that day, during the quidditch match, snape tried to kill me. 
harry;1;1;1;0;1;0.5; snape was trying to...save me? 
harry;1;1;0;0;1;0.5773502691896258; th-then you let the troll in. 
harry;1;1;0;0;1;0.5773502691896258; i-i'm shaking hands with dumbledore.  
harry;0;1;1;0;1;0.5773502691896258; i've won the house cup. 
harry;1;1;0;0;1;0.5773502691896258; voldemort. 
harry;1;1;0;0;1;0.5773502691896258; never! 
harry;1;1;1;0;1;0.5; you liar! 
harry;1;1;0;0;1;0.5773502691896258; ahhhhhhhhh! 
harry;1;1;0;0;1;0.5773502691896258; admirers? 
harry;1;1;1;0;1;0.5; ron was here?  
harry;1;1;0;0;1;0.5773502691896258; is he all right?  
harry;1;1;0;0;1;0.5773502691896258; what about hermione? 
harry;1;1;0;0;1;0.5773502691896258; but, what happened to the stone? 
harry;1;1;1;0;1;0.5; but flamel, he'll die, won't he? 
harry;1;1;0;0;1;0.5773502691896258; how is it i got the stone, sir?  
harry;1;1;1;0;1;0.5; one minute i was staring in the mirror, and the next... 
harry;1;1;0;0;1;0.5773502691896258; does that mean, with the stone gone, i mean, that voldemort can never come back? 
harry;1;1;0;0;1;0.5773502691896258; what is it? 
harry;1;1;0;0;1;0.5773502691896258; all right there, ron? 
harry;1;1;0;0;1;0.5773502691896258; all right. hermione? 
harry;1;1;1;0;1;0.5; good job. 
harry;1;1;1;0;1;0.5; one minute.  
harry;1;1;0;0;1;0.5773502691896258; thanks, hagrid.  
harry;1;1;0;0;1;0.5773502691896258; but hagrid, we're not allowed to do magic away from hogwarts. you know that. 
harry;0;1;0;0;1;0.7071067811865475; i'm not going home. not really. 
harry;1;1;0;0;1;0.5773502691896258; i can’t let you out, hedwig.  
harry;0;1;1;0;1;0.5773502691896258; i’m not allowed to use magic outside of school.  
harry;1;1;1;1;1;0.4472135954999579; besides, if uncle vernon… 
harry;1;1;0;1;1;0.5; now you’ve done it. 
harry;1;1;0;0;1;0.5773502691896258; but she’s bored!  
harry;1;1;0;0;1;0.5773502691896258; if i could only let out for an hour or two 
harry;1;1;1;0;1;0.5; but i haven’t had any messages from any of my friends... not one… all summer. 
harry;1;1;0;0;1;0.5773502691896258; i’ll be in my bedroom, making no noise and pretending that i don’t exist. 
harry;1;1;0;0;1;0.5773502691896258; who are you? 
harry;1;1;1;0;1;0.5; not to be to be rude or anything, but this isn’t a great time for me to have a house elf in my bedroom. 
harry;1;1;0;0;1;0.5773502691896258; why don’t you sit down? 
harry;1;1;1;0;1;0.5; dobby, ssh! i’m sorry!  
harry;1;1;1;0;1;0.5; i didn’t mean to offend you, or anything. 
harry;1;1;1;0;1;0.5; you can’t have met many decent wizards then. 
harry;1;1;0;0;1;0.5773502691896258; stop, dobby! 
harry;1;1;0;0;1;0.5773502691896258; dobby, shh! 
harry;1;1;0;0;1;0.5773502691896258; dobby, please stop! 
harry;1;1;0;0;1;0.5773502691896258; stop! stop, dobby.  
harry;0;1;1;0;1;0.5773502691896258; please be quiet!  
harry;1;1;0;0;1;0.5773502691896258; are you all right? 
harry;1;1;1;0;1;0.5; your family? 
harry;1;1;1;0;1;0.5; what terrible things?  
harry;1;1;0;0;1;0.5773502691896258; who’s plotting them? 
harry;1;1;1;0;1;0.5; ok– i- understand. you can’t- say. 
harry;1;1;1;0;1;0.5; dobby! dobby, put the lamp down. 
harry;1;1;1;0;1;0.5; give me the lamp! dobby stop! 
harry;0;1;0;0;1;0.7071067811865475; get in there, and keep quiet! 
harry;1;1;1;0;1;0.5; i- i was just— 
harry;1;1;1;0;1;0.5; sorry. 
harry;1;1;0;0;1;0.5773502691896258; yes, sir... see why i’ve got to go back?  
harry;1;1;0;0;1;0.5773502691896258; i don’t belong here.  
harry;1;1;1;0;1;0.5; i belong in your world, at hogwarts.  
harry;1;1;0;0;1;0.5773502691896258; it’s the only place i’ve got friends! 
harry;1;1;0;1;1;0.5; well, i expect they’ve... been- hang on-  
harry;1;1;1;0;1;0.5; how do you know my friends haven’t been writing to me? 
harry;1;1;0;0;1;0.5773502691896258; give me those, now! 
harry;1;1;1;0;1;0.5; dobby, get back here! 
harry;1;1;0;0;1;0.5773502691896258; dobby, please, no! 
harry;1;1;0;0;1;0.5773502691896258; i can’t. hogwarts is my home! 
harry;1;1;0;1;1;0.5; ron! fred. george.  
harry;1;1;1;0;1;0.5; what are you all doing here? 
harry;0;1;1;0;1;0.5773502691896258; ahh- ahh! 
harry;1;1;0;0;1;0.5773502691896258; let go of me! 
harry;1;1;1;0;1;0.5; get off! 
harry;1;1;0;0;1;0.5773502691896258; i think it’s brilliant 
harry;0;1;1;0;1;0.5773502691896258; hello. w-what did i do? 
harry;1;1;0;0;1;0.5773502691896258; raids? 
harry;1;1;0;1;1;0.5; oh, sorry sir. i’m harry, sir, harry potter. 
harry;1;1;1;0;1;0.5; oh, umm... 
harry;1;1;0;0;1;0.5773502691896258; floo powder? 
harry;1;1;1;0;1;0.5; diagonally. 
harry;1;1;1;1;1;0.4472135954999579; i'm fine, thank you. i was just going... 
harry;1;1;0;0;1;0.5773502691896258;  no. please... 
harry;1;1;0;0;1;0.5773502691896258; hagrid! 
harry;1;1;0;0;1;0.5773502691896258; i was lost, i... 
harry;1;1;0;0;1;0.5773502691896258; hang on. 
harry;1;1;1;0;1;0.5; what were you doing down there then? 
harry;1;1;1;0;1;0.5; it's great to see you too. 
harry;1;1;1;0;1;0.5; i definitely need to remember that one. 
harry;0;1;1;1;1;0.5; thank you. bye. 
harry;1;1;0;0;1;0.5773502691896258; voldemort killed my parents. 
harry;1;1;0;0;1;0.5773502691896258; he was nothing more than a murderer. 
harry;1;1;1;0;1;0.5; let's go. 
harry;1;1;1;0;1;0.5; sorry. 
harry;1;1;0;1;1;0.5; lost control of the trolley. 
