Character;EXT;NEU;AGR;CON;OPN;Sentence
harry;1;1;1;0;1; oh. of course! 
harry;0;1;1;0;1; don't you think it's a bit odd that what hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one? 
harry;1;1;0;0;1; i mean, how many people wander around with dragon eggs in their pockets?  
harry;1;0;0;1;1; why didn't i see it before?  
harry;1;1;1;1;1; hagrid, who gave you the dragon egg? 
harry;1;1;1;0;1;  what did he look like? 
harry;1;1;0;1;1; the stranger, though, you and he must have talked. 
harry;0;1;0;0;1;  and did he seem interested in fluffy? 
harry;0;1;1;0;1;  we have to see professor dumbledore, immediately! 
harry;1;0;0;0;1; he's gone?! now?  
harry;1;1;0;0;1; but this is important!  
harry;1;1;0;0;1; it's about...the sorcerer's stone. 
harry;1;1;0;0;1; someone's going to try and steal it. 
harry;1;1;1;0;1; that was no stranger hagrid met in the village.  
harry;1;1;0;0;1; it was snape, which means he knows how to get past fluffy. 
harry;1;1;1;1;1; we go down the trapdoor. tonight. 
harry;1;1;0;0;1; trevor. 
harry;0;1;0;1;1; now, neville, listen. we were 
harry;1;1;1;0;1;  let's go. sorry. 
harry;1;1;0;0;1; snoring 
harry;1;1;1;0;1; snape's already been here.  
harry;1;1;1;0;1; he's put a spell on the harp. 
harry;1;1;0;0;1; we have to move its paw. 
harry;1;1;1;0;1; come on! okay. push!  
harry;1;1;0;0;1; i'll go first.  
harry;1;1;1;0;1; don't follow until i give you a sign. 
harry;1;1;1;0;1; if something bad happens, get yourselves out… 
harry;1;1;0;0;1; does it seem a bit...quiet to you? 
harry;1;1;0;0;1; jump! go!  
harry;0;1;1;0;1; whoa! oh. ahh! 
harry;1;1;1;0;1; hermione! where are you?! 
harry;1;1;1;1;1; yeah, yeah, i'm fine. 
harry;0;1;0;0;1; apparently not. 
harry;1;1;0;0;1; what? 
harry;1;1;1;0;1; ron, are you okay? 
harry;1;1;1;0;1; okay. 
harry;1;1;0;1;1; lucky hermione pays attention in herbology. 
harry;1;1;0;0;1; i don't know.  
harry;1;1;1;0;1; sounds like wings. 
harry;1;1;1;0;1; they're not birds, they're keys.  
harry;1;1;1;0;1; and i'll bet one of them fits that door.  
harry;0;1;0;0;1; i don't know. strange. 
harry;1;0;0;0;1; there! i see it! 
harry;1;1;1;0;1; the one with the broken wing! 
harry;1;1;0;1;1; it's too simple. 
harry;1;1;0;1;1; catch the key! 
harry;1;1;1;0;1; where are we? a graveyard. 
harry;1;1;1;0;1; there's the door. 
harry;1;1;1;0;1; wait a minute. 
harry;1;1;0;1;1; no, ron! no! 
harry;1;1;1;0;1; he's going to sacrifice himself! 
harry;1;1;1;0;1; ron!  
harry;0;1;0;0;1; no! don't move! dont forget, we're still playing.  
harry;1;1;0;0;1; checkmate.  
harry;1;1;0;0;1; take care of ron. then, go to the owlery.  
harry;1;1;1;0;1; send a message to dumbledore.  
harry;1;1;1;0;1; ron's right...i have to go on. 
harry;1;1;0;0;1; not as good as you. 
harry;1;1;0;0;1; you? no. it can't be...snape. he was the one 
harry;1;1;0;0;1; b-but, that day, during the quidditch match, snape tried to kill me. 
harry;1;1;1;0;1; snape was trying to...save me? 
harry;1;1;0;0;1; th-then you let the troll in. 
harry;1;1;0;0;1; i-i'm shaking hands with dumbledore.  
harry;0;1;1;0;1; i've won the house cup. 
harry;1;1;0;0;1; voldemort. 
harry;1;1;0;0;1; never! 
harry;1;1;1;0;1; you liar! 
harry;1;1;0;0;1; ahhhhhhhhh! 
harry;1;1;0;0;1; admirers? 
harry;1;1;1;0;1; ron was here?  
harry;1;1;0;0;1; is he all right?  
harry;1;1;0;0;1; what about hermione? 
harry;1;1;0;0;1; but, what happened to the stone? 
harry;1;1;1;0;1; but flamel, he'll die, won't he? 
harry;1;1;0;0;1; how is it i got the stone, sir?  
harry;1;1;1;0;1; one minute i was staring in the mirror, and the next... 
harry;1;1;0;0;1; does that mean, with the stone gone, i mean, that voldemort can never come back? 
harry;1;1;0;0;1; what is it? 
harry;1;1;0;0;1; all right there, ron? 
harry;1;1;0;0;1; all right. hermione? 
harry;1;1;1;0;1; good job. 
harry;1;1;1;0;1; one minute.  
harry;1;1;0;0;1; thanks, hagrid.  
harry;1;1;0;0;1; but hagrid, we're not allowed to do magic away from hogwarts. you know that. 
harry;0;1;0;0;1; i'm not going home. not really. 
harry;1;1;0;0;1; i can’t let you out, hedwig.  
harry;0;1;1;0;1; i’m not allowed to use magic outside of school.  
harry;1;1;1;1;1; besides, if uncle vernon… 
harry;1;1;0;1;1; now you’ve done it. 
harry;1;1;0;0;1; but she’s bored!  
harry;1;1;0;0;1; if i could only let out for an hour or two 
harry;1;1;1;0;1; but i haven’t had any messages from any of my friends... not one… all summer. 
harry;1;1;0;0;1; i’ll be in my bedroom, making no noise and pretending that i don’t exist. 
harry;1;1;0;0;1; who are you? 
harry;1;1;1;0;1; not to be to be rude or anything, but this isn’t a great time for me to have a house elf in my bedroom. 
harry;1;1;0;0;1; why don’t you sit down? 
harry;1;1;1;0;1; dobby, ssh! i’m sorry!  
harry;1;1;1;0;1; i didn’t mean to offend you, or anything. 
harry;1;1;1;0;1; you can’t have met many decent wizards then. 
harry;1;1;0;0;1; stop, dobby! 
harry;1;1;0;0;1; dobby, shh! 
harry;1;1;0;0;1; dobby, please stop! 
harry;1;1;0;0;1; stop! stop, dobby.  
harry;0;1;1;0;1; please be quiet!  
harry;1;1;0;0;1; are you all right? 
harry;1;1;1;0;1; your family? 
harry;1;1;1;0;1; what terrible things?  
harry;1;1;0;0;1; who’s plotting them? 
harry;1;1;1;0;1; ok– i- understand. you can’t- say. 
harry;1;1;1;0;1; dobby! dobby, put the lamp down. 
harry;1;1;1;0;1; give me the lamp! dobby stop! 
harry;0;1;0;0;1; get in there, and keep quiet! 
harry;1;1;1;0;1; i- i was just— 
harry;1;1;1;0;1; sorry. 
harry;1;1;0;0;1; yes, sir... see why i’ve got to go back?  
harry;1;1;0;0;1; i don’t belong here.  
harry;1;1;1;0;1; i belong in your world, at hogwarts.  
harry;1;1;0;0;1; it’s the only place i’ve got friends! 
harry;1;1;0;1;1; well, i expect they’ve... been- hang on-  
harry;1;1;1;0;1; how do you know my friends haven’t been writing to me? 
harry;1;1;0;0;1; give me those, now! 
harry;1;1;1;0;1; dobby, get back here! 
harry;1;1;0;0;1; dobby, please, no! 
harry;1;1;0;0;1; i can’t. hogwarts is my home! 
harry;1;1;0;1;1; ron! fred. george.  
harry;1;1;1;0;1; what are you all doing here? 
harry;0;1;1;0;1; ahh- ahh! 
harry;1;1;0;0;1; let go of me! 
harry;1;1;1;0;1; get off! 
harry;1;1;0;0;1; i think it’s brilliant 
harry;0;1;1;0;1; hello. w-what did i do? 
harry;1;1;0;0;1; raids? 
harry;1;1;0;1;1; oh, sorry sir. i’m harry, sir, harry potter. 
harry;1;1;1;0;1; oh, umm... 
harry;1;1;0;0;1; floo powder? 
harry;1;1;1;0;1; diagonally. 
harry;1;1;1;1;1; i'm fine, thank you. i was just going... 
harry;1;1;0;0;1;  no. please... 
harry;1;1;0;0;1; hagrid! 
harry;1;1;0;0;1; i was lost, i... 
harry;1;1;0;0;1; hang on. 
harry;1;1;1;0;1; what were you doing down there then? 
harry;1;1;1;0;1; it's great to see you too. 
harry;1;1;1;0;1; i definitely need to remember that one. 
harry;0;1;1;1;1; thank you. bye. 
harry;1;1;0;0;1; voldemort killed my parents. 
harry;1;1;0;0;1; he was nothing more than a murderer. 
harry;1;1;1;0;1; let's go. 
harry;1;1;1;0;1; sorry. 
harry;1;1;0;1;1; lost control of the trolley. 
harry;1;1;1;0;1; why can't we get through? 
harry;1;1;1;0;1; the train leaves at exactly 11:00. 
harry;1;1;1;1;1; we've missed it. 
harry;1;1;1;0;1; maybe we should just go and wait by the car. 
harry;0;1;1;0;1; ron, i should tell you most muggles aren't accustomed to seeing a flying car. 
harry;1;1;1;0;1; come on, then. let's go lower. 
harry;1;1;0;0;1; we need to find the train. 
harry;1;1;1;1;1; all we need to do is catch up with the train. 
harry;1;1;1;0;1; do you hear that? 
harry;1;1;0;0;1; hold on. 
harry;1;1;0;1;1; i'm trying. your hand's all sweaty. 
harry;1;1;1;0;1; i think we found the train. 
harry;1;1;0;0;1; up! up! 
harry;1;1;0;0;1; up! ron, mind that tree! 
harry;1;1;0;1;1; be thankful it's not your neck. 
harry;1;1;0;0;1; i don't know. 
harry;1;1;1;0;1; come on, go! fast! 
harry;1;0;0;0;1; see you, hedwig. 
harry;1;1;1;0;1; so a house-elf shows up in my bedroom we can't get through the barrier to platform 93/4... 
harry;1;1;0;0;1; we almost get killed by a tree... 
harry;0;1;0;1;1; clearly someone doesn't want me here this year. 
harry;1;1;0;0;1; professor dumbledore. 
harry;1;1;1;1;1; professor mcgonagall. 
harry;1;1;1;0;1; you're doomed. 
harry;1;1;0;1;1; hi, colin. nice to meet you. 
harry;1;1;0;0;1; stop. hold still! 
harry;1;1;0;0;1; malfoy? 
harry;1;1;0;0;1; no, colin, get out of the way. 
harry;1;1;0;0;1; let's take him to hagrid's. 
harry;1;1;0;0;1; he'll know what to do. 
harry;1;1;0;0;1; malfoy. he called hermione... 
harry;1;1;0;0;1; well, i don't know exactly what it means. 
harry;1;1;0;0;1; what's a mudblood? 
harry;1;1;0;0;1; that's horrible. 
harry;1;1;0;0;1; not really. 
harry;1;1;0;0;1; what? 
harry;0;1;1;0;1; that voice. 
harry;1;1;0;0;1; didn't you hear it? 
harry;1;1;0;0;1; spooky. 
harry;1;1;1;0;1; did you hear it? 
harry;0;1;1;0;1; that voice. 
harry;1;1;0;0;1; i heard it first in lockhart's office. 
harry;1;1;1;0;1; and then again just... 
harry;1;1;0;0;1; it's moving. 
harry;1;1;0;0;1; i think it's going to kill. 
harry;1;1;0;0;1; strange. 
harry;1;1;1;1;1; i've never seen spiders act like that. 
harry;1;1;0;0;1; oh, no. 
harry;1;1;0;0;1; it's filch's cat. 
harry;1;0;0;1;1; it's mrs. norris. 
harry;1;1;0;0;1; no. no. 
harry;1;1;0;0;1; it's not true, sir. i swear. 
harry;1;1;0;1;1; i never touched mrs. norris. 
harry;1;1;0;0;1; when i said i wasn't hungry. 
harry;1;1;1;1;1; we were heading back to the common room when we found mrs. norris. 
harry;1;1;0;0;1; strange? 
harry;1;1;1;0;1; do you think i should have told them? 
harry;1;1;0;0;1; dumbledore and the others, i mean? 
harry;1;1;0;0;1; if there really is a chamber of secrets, and it has been opened, that means...  
harry;1;1;1;0;1; maybe ron's right, hermione. 
harry;1;1;1;0;1; i mean, look at his family. 
harry;1;1;0;0;1; the whole lot of them have been in slytherin for centuries. 
harry;1;1;1;1;1; how long will it take to make? 
harry;1;1;0;0;1; a month? 
harry;1;1;1;0;1; but, hermione, 
harry;1;1;0;0;1; if malfoy is the heir of slytherin he could attack half the muggle-borns in the school by then. 
harry;1;1;0;1;1; wood, look out! 
harry;1;1;0;0;1; thank you. 
harry;1;1;0;1;1; no. i think my arm is broken. 
harry;1;1;0;0;1; no, not you. 
harry;1;1;0;0;1; dobby? 
harry;1;1;0;0;1; it was you.  
harry;1;1;0;0;1; you stopped the barrier from letting ron and me through. 
harry;1;1;0;0;1; you nearly got ron and me expelled. 
harry;0;1;0;0;1; your bludger? you made that bludger chase after me? 
harry;1;1;0;0;1; you better clear off before my bones come back dobby, or i might strangle you. 
harry;1;1;0;0;1; i don't suppose you could tell me why you're trying to kill me? 
harry;1;0;1;0;1; why do you wear that thing, dobby? 
harry;1;1;1;0;1; repeat itself? you mean this has happened before? 
harry;1;1;0;0;1; stop it! 
harry;1;1;0;0;1; stop it, dobby! 
harry;1;1;1;1;1; tell me dobby when did this happen before? 
harry;1;0;1;0;1; who's doing it now? 
harry;1;1;0;0;1; no, dobby. tell me. 
harry;1;1;0;0;1; who is it? 
harry;1;1;0;0;1; thank you, sir. 
harry;1;1;1;0;1; you wish. 
harry;1;1;0;0;1; rictusempra! 
harry;1;1;0;0;1; i'm a what? 
harry;1;1;0;0;1; i know. i accidentally set a python on my cousin dudley at the zoo once. 
harry;1;1;0;0;1; once. but so what? 
harry;1;1;1;0;1; i bet loads of people here can do it. 
harry;1;1;0;1;1; what's bad? if i hadn't told that snake not to attack justin... 
harry;0;1;1;1;1; you were there. you heard me. 
harry;1;1;0;0;1; i spoke a different language? 
harry;1;1;0;0;1; but i didn't realize... 
harry;1;1;0;0;1; how can i speak a language without knowing i can? 
harry;1;1;1;0;1; but i'm not. 
harry;1;1;1;0;1; i can't be. 
harry;1;0;0;0;1; i'll see you back in the common room. 
harry;1;1;0;0;1; no. mr. filch! you don't understand... 
harry;1;1;0;1;1; professor i swear i didn't. 
harry;1;1;0;0;1; professor dumbledore? 
harry;1;1;1;0;1; i...i..i was just wondering if you put me in the right house. 
harry;1;1;0;0;1; you're wrong. 
harry;1;1;1;1;1; professor. 
harry;1;1;0;0;1; your bird...there was nothing i could do. 
harry;1;1;1;0;1; he just caught fire. 
harry;1;1;0;0;1; you don't think it was me, professor? 
harry;1;1;0;0;1; no, sir. nothing 
harry;1;1;0;0;1; crabbe and goyle. 
harry;0;1;0;0;1; ron, maybe i should do it. 
harry;1;1;0;0;1; wingardium leviosa. 
harry;1;1;1;0;1; come on, let's get them. 
harry;1;1;1;0;1; ron. 
harry;1;1;1;0;1; we still sound like ourselves. 
harry;1;0;0;0;1; you need to sound more like crabbe. 
harry;1;1;0;1;1; excellent. 
harry;1;1;1;0;1; hermione, are you okay? 
harry;1;1;1;0;1; come on. 
harry;1;1;0;0;1; i think the slytherin common room's this way. 
harry;1;1;0;0;1; i'm... 
harry;0;1;1;1;1; ah- um.. reading. 
harry;1;1;0;0;1; you're wrong! 
harry;1;1;1;1;1; harry potter? 
harry;1;1;0;0;1; but then you must have some idea who's behind it all. 
harry;1;1;1;0;1; it's his stomachache. 
harry;1;1;1;0;1; calm down. 
harry;0;1;0;0;1; hair! 
harry;1;1;1;0;1; hermione, come out. 
harry;1;1;1;0;1; we've got loads to tell you. 
harry;1;1;1;0;1; hermione? 
harry;1;1;1;0;1; are you okay? 
harry;0;1;0;0;1; she should be out of hospital in a few days when she stops coughing up fur balls. 
harry;1;1;0;0;1; what's this? 
harry;1;0;1;0;1; looks like moaning myrtle's flooded the bathroom. 
harry;1;0;0;0;1; why would i throw something at you? 
harry;1;1;1;0;1; but who threw it at you, anyway? 
harry;1;1;0;0;1;" ""tom marvolo riddle."" "
harry;1;1;0;1;1; my name is harry potter. 
harry;1;1;0;0;1; do you know anything about the chamber of secrets? 
harry;1;1;1;0;1; can you tell me? 
harry;1;1;0;1;1; excuse me.  
harry;1;1;1;0;1; could you tell me what's going on here? 
harry;1;1;0;0;1; are you tom riddle? 
harry;1;0;1;0;1; hello, can you hear me? 
harry;1;1;0;0;1; dumbledore? 
harry;1;1;0;0;1; hagrid! 
harry;1;1;0;0;1; haagriiid! 
harry;1;1;1;0;1; wow! 
harry;1;1;0;0;1; it was hagrid.  
harry;1;1;0;0;1; hagrid opened the chamber of secrets 50 years ago. 
harry;1;1;0;0;1; the monster had killed somebody, ron. 
harry;1;1;1;1;1; what would any of us have done? 
harry;1;1;0;0;1; what's that you've got, hagrid? 
harry;1;1;1;1;1; and they found it. 
harry;1;1;0;0;1; tom riddle's diary is gone. 
harry;1;1;0;0;1; no. 
harry;1;1;1;0;1; we've got to talk to hagrid, ron. 
harry;1;1;0;0;1; i can't believe it's him but if he did set the monster loose last time he'll know how to get inside the chamber of secrets. that's a start. 
harry;0;1;1;0;1; i think it's time to get my dad's old cloak out again. 
harry;1;1;0;0;1; what's that for? 
harry;1;1;1;0;1; hagrid, are you okay? 
harry;1;1;1;0;1; did you hear about hermione? 
harry;1;1;0;0;1; look, we have to ask you something. 
harry;1;1;0;0;1; do you know who's opened the chamber of secrets? 
harry;1;1;1;0;1; look. 
harry;1;1;1;0;1; come on. 
harry;1;1;1;0;1; come on, fang. 
harry;1;1;1;0;1; come on. 
harry;0;1;0;0;1; you heard what hagrid said. 
harry;1;1;0;0;1; follow the spiders. 
harry;1;1;0;0;1; shush! 
harry;1;1;1;0;1; come on. 
harry;1;1;0;0;1; don't panic. 
harry;1;1;1;0;1; we're friends of hagrid's. 
harry;1;1;1;0;1; and you? 
harry;1;1;1;0;1; you're aragog, aren't you? 
harry;0;1;0;1;1; he's in trouble. up at the school, there have been attacks. 
harry;1;1;0;0;1; they think it's hagrid. 
harry;1;0;0;0;1; they think he opened the chamber of secrets. like before. 
harry;1;1;0;0;1; then you're not the monster? 
harry;1;1;0;0;1; but if you're not the monster, then what did kill that girl 50 years ago? 
harry;1;1;1;0;1; but have you seen it? 
harry;1;1;0;0;1; what? 
harry;1;1;1;0;1; well, thank you. 
harry;1;1;1;0;1; we'll just go. 
harry;1;1;0;0;1; one, but it's not powerful enough for all of them. 
harry;1;1;1;0;1; let's go! 
harry;1;1;0;0;1; arania exumai! 
harry;1;1;1;0;1; go! 
harry;1;1;0;0;1; arania exumai! 
harry;1;1;0;0;1; don't mention it. 
harry;1;1;1;1;1; get us out of here. 
harry;1;1;0;0;1; now! 
harry;1;1;1;0;1; come on! 
harry;0;1;1;0;1; come on, move faster! 
harry;1;1;1;0;1; come on! go! 
harry;1;1;1;0;1; get us in the air. 
harry;1;1;0;0;1; come on! pull! 
harry;1;0;1;0;1; we know one thing. 
harry;1;1;0;0;1; hagrid never opened the chamber of secrets. 
harry;1;1;1;0;1; he was innocent. 
harry;1;1;1;0;1; wish you were here, hermione. 
harry;1;1;0;0;1; we need you. 
harry;1;1;1;0;1; now more than ever. 
harry;1;1;1;0;1; ron... 
harry;1;0;1;1;1; this is why hermione was in the library the day she was attacked. 
harry;1;1;1;0;1; come on. 
harry;0;1;0;0;1;" of the many fearsome beasts that roam our land none is more deadly than the basilisk.
 "
harry;1;1;1;1;1; capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye. 
harry;0;1;0;0;1; spiders flee before it. 
harry;1;1;0;0;1; ron, this is it. 
harry;1;1;0;0;1; the monster in the chamber of secrets is a basilisk. 
harry;1;0;1;0;1; that's why i can hear it speak. 
harry;1;1;1;0;1; it's a snake. 
harry;0;1;1;0;1; because no one did look it in the eye. 
harry;0;1;1;0;1; not directly, at least. 
harry;1;1;0;0;1; colin saw it through his camera. 
harry;1;1;0;1;1; justin... justin must have seen the basilisk through nearly headless nick. 
harry;1;1;0;0;1; nick got the full blast of it. 
harry;1;1;1;1;1; but he's a ghost, he couldn't die again. 
harry;1;1;1;0;1; and hermione had the mirror. 
harry;1;1;1;0;1; i bet you she was using it to look around corners in case it came along. 
harry;1;1;0;0;1; the water. 
harry;1;1;1;1;1; there was water on the floor that night. 
harry;0;1;0;0;1; she only saw the basilisk's reflection. 
harry;0;1;0;0;1; spiders flee before it. 
harry;1;1;1;0;1; it all fits. 
harry;1;1;1;0;1; hermione's answered that too. 
harry;1;1;0;0;1; remember what aragog said about that girl 50 years ago? 
harry;1;1;1;0;1; she died in a bathroom? 
harry;1;1;0;0;1; what if she never left? 
harry;1;1;0;1;1; lockhart may be useless, but he's going to try and get into the chamber. 
harry;1;1;1;1;1; at least we can tell him what we know. 
harry;1;1;1;1;1; professor, we have some information for you. 
harry;1;1;0;0;1; are you going somewhere? 
harry;1;1;0;0;1; you're running away? 
harry;0;1;0;0;1; after all you did in your books? 
harry;1;1;1;0;1; you wrote them. 
harry;1;1;1;0;1; you're a fraud. 
harry;1;1;0;0;1; you've been taking credit for what other wizards have done. 
harry;1;1;0;0;1; don't even think about it. 
harry;1;1;0;0;1; to ask you how you died. 
harry;1;1;0;0;1; who was it, myrtle? 
harry;1;1;0;0;1; just like that? how? 
harry;1;1;0;0;1; this is it. 
harry;1;1;0;0;1; this is it, ron. i think this is the entrance to the chamber of secrets. 
harry;1;1;0;0;1; yes, there is. 
harry;1;1;0;0;1; you first. 
harry;1;1;0;0;1; all right. let's go. 
harry;1;1;0;0;1; thanks, myrtle. 
harry;0;1;1;1;1; now, remember: any sign of movement, close your eyes straightaway. 
harry;1;1;0;0;1; this way. 
harry;1;1;1;0;1; it's a snake skin. 
harry;1;1;1;0;1; ron! ron, are you okay? 
harry;1;0;1;1;1; you wait here and try and shift some of this rock so we can get back through. 
harry;1;1;0;0;1; i'll go on and find ginny. 
harry;1;1;0;0;1; ginny! ginny, please don't be dead. 
harry;1;1;0;0;1; wake up, wake up. 
harry;1;1;0;0;1; please wake up. 
harry;1;1;0;0;1; tom. tom riddle. 
harry;1;1;0;0;1; what do you mean, she won't wake? 
harry;1;1;0;0;1; she's not...? 
harry;1;1;0;0;1; are you a ghost? 
harry;1;1;0;1;1; she's cold as ice. 
harry;1;1;0;0;1; ginny, please don't be dead. wake up. 
harry;1;1;0;0;1; you've got to help me, tom. 
harry;1;1;1;0;1; there's a basilisk. 
harry;1;1;1;0;1; give me my wand, tom. 
harry;1;1;1;0;1; we've got to go. we've got to save her. 
harry;1;1;0;1;1; no. she couldn't. she wouldn't. 
harry;1;1;0;0;1; but why? 
harry;1;1;0;0;1; and why did you want to meet me? 
harry;1;1;0;0;1; hagrid's my friend. 
harry;1;1;0;0;1; and you framed him, didn't you? 
harry;1;0;1;0;1; i'll bet dumbledore saw right through you. 
harry;0;1;0;0;1; well, you haven't finished it this time. 
harry;1;1;0;0;1; in a few hours, the mandrake draught will be ready. 
harry;1;1;1;0;1; and everyone who was petrified will be all right again. 
harry;1;0;0;0;1; why do you care how i escaped? 
harry;1;1;0;0;1; voldemort was after your time. 
harry;1;1;0;0;1; you. you're the heir of slytherin. 
harry;1;1;0;0;1; you're voldemort. 
harry;1;1;1;0;1; albus dumbledore is the greatest sorcerer in the world. 
harry;1;1;0;0;1; he'll never be gone.  
harry;1;0;1;0;1; not as long as those who remain are loyal to him. 
harry;1;1;0;0;1; fawkes? 
harry;1;1;0;0;1; ginny? 
harry;1;1;0;0;1; ginny? 
harry;1;1;0;0;1; don't worry. 
harry;1;1;1;0;1; ginny, you need to get yourself out. 
harry;1;1;0;0;1; follow the chamber and you'll find ron. 
harry;1;1;1;1;1; you were brilliant, fawkes. 
harry;0;1;0;0;1; i just wasn't quick enough. 
harry;1;1;1;0;1; of course. 
harry;1;1;1;0;1; phoenix tears have healing powers. 
harry;1;1;0;0;1; thanks. 
harry;1;1;0;0;1; it's all right, ginny. 
harry;1;1;0;0;1; it's over. 
harry;1;1;1;1;1; it's just a memory. 
harry;1;1;1;0;1; it's just... 
harry;1;1;0;0;1; you see, sir, i couldn't help but notice certain things, certain... 
harry;1;1;1;0;1; certain similarities between tom riddle and me. 
harry;1;1;1;0;1; voldemort transferred some of his powers to me? 
harry;1;1;0;0;1; so the sorting hat was right. 
harry;1;1;0;0;1; i should be in slytherin. 
harry;1;1;0;0;1; because i asked it to. 
harry;1;1;1;0;1; godric gryffindor. 
harry;1;1;0;0;1; dobby. 
harry;1;1;0;0;1; so this is your master. 
harry;1;1;1;1;1; the family you serve is the malfoys. 
harry;1;1;0;0;1; don't worry. i will be. 
harry;1;1;0;0;1; sir? i wonder if i could have that? 
harry;1;1;1;0;1; mr. malfoy. 
harry;1;1;1;0;1; mr. malfoy! 
harry;0;1;0;0;1; i have something of yours. 
harry;1;1;0;0;1; i think you do, sir. 
harry;1;1;0;0;1; i think you slipped the diary into ginny weasley's cauldron that day at diagon alley. 
harry;1;1;0;0;1; open it. 
harry;1;1;1;1;1; just promise me something. 
harry;1;1;1;0;1; never try to save my life again. 
harry;1;1;1;0;1; we had loads of help from you. 
harry;1;1;0;1;1; we couldn't have done it without you. 
harry;1;1;1;0;1; there's no hogwarts without you, hagrid. 
harry;1;1;0;0;1; lumos maxima... 
harry;1;1;0;0;1; lumos maxima... 
harry;1;1;0;0;1; lumos maxima... 
harry;1;1;0;0;1; lumos... maxima! 
harry;1;1;1;1;1; uncle vernon. i need you to sign this form. 
harry;0;1;0;0;1; nothing. school stuff 
harry;1;1;0;0;1; i will if she does. 
harry;1;1;0;0;1; yes. 
harry;1;1;1;0;1; okay. 
harry;1;1;0;0;1; oh, yeah. 
harry;1;1;1;0;1; yeah. i've been beaten loads of times. 
harry;1;1;1;0;1; that's a lie. 
harry;1;1;0;1;1; my dad wasn't a drunk. 
harry;1;1;0;0;1; shut up! shut up! 
harry;1;1;0;0;1; no. she deserved what she got. 
harry;1;1;0;0;1; keep away from me. 
harry;0;1;0;0;1; yeah? try me. 
harry;1;1;0;0;1; i don't care. 
harry;1;1;1;0;1; anywhere is better than here. 
harry;1;1;1;0;1; i fell over. 
harry;1;1;1;1;1; i didn't do it on purpose. 
harry;1;1;0;0;1; nothing. 
harry;1;1;0;0;1; i didn't. 
harry;1;1;1;0;1; he leaky cauldron. that's in london. 
harry;1;0;1;0;1; but the muggles. can't they see us? 
harry;1;1;0;0;1; who is that? that man. 
harry;0;1;1;0;1; how did he escape? 
harry;0;1;0;0;1; yeah. him i've heard of. 
harry;1;1;0;0;1; hedwig. 
harry;0;1;0;0;1; no, thank you. minister? 
harry;1;1;0;0;1; i don't understand. 
harry;1;1;1;0;1; i broke the law. underage wizards can't use magic at home. 
harry;1;1;0;0;1; the state of things, sir? 
harry;1;1;0;0;1; sirius black, you mean? 
harry;1;1;1;0;1; but what's he got to do with me? 
harry;1;1;0;0;1; hedwig. 
harry;1;1;0;0;1; egypt. what's it like? 
harry;1;1;0;1;1; mrs. weasley. 
harry;1;1;1;0;1; good to see you too. 
harry;1;1;0;0;1; yes. 
harry;1;1;0;0;1; it's all upstairs. 
harry;1;1;0;1;1; everything. 
harry;1;1;0;0;1; thank you. 
harry;1;1;1;0;1; mr. weasley. 
harry;1;1;0;0;1; yeah, sure. 
harry;1;1;0;0;1; yeah. it should be great. 
harry;1;1;0;0;1; has this anything to do with sirius black, sir? 
harry;1;1;0;0;1; only that he's escaped from azkaban. 
harry;1;1;0;0;1; voldemort. 
harry;1;1;1;0;1; sorry. 
harry;1;1;0;0;1; and kill me. 
harry;0;1;0;0;1; mr. weasley why would i go looking for someone who wants to kill me? 
harry;1;1;1;1;1; i didn't mean to blow her up. i just...i lost control. 
harry;1;1;0;1;1; i was lucky not to be arrested actually. 
harry;1;1;0;0;1; do you think he's really asleep? 
harry;1;1;1;0;1; i gotta tell you something. 
harry;1;1;0;0;1; yeah. 
harry;1;1;1;0;1; thanks, ron. 
harry;1;1;0;0;1; i don't know. 
harry;1;1;1;0;1; maybe we've broken down. 
harry;1;1;0;0;1; thank you. 
harry;1;0;0;0;1; what was that thing that came? 
harry;1;1;1;0;1; what happened to me? 
harry;1;1;1;0;1; and did either of you two you know pass out? 
harry;1;1;1;0;1; but someone was screaming. 
harry;1;1;1;0;1; a woman. 
harry;1;1;1;0;1; how did he find out? 
harry;1;1;1;0;1; fortuna major. 
harry;1;1;1;0;1; fortuna major. 
harry;1;1;0;0;1; thank you. 
harry;0;1;1;0;1; still doing that after three years. 
harry;1;1;0;0;1; she can't even sing. 
harry;1;1;0;0;1; hey, man. 
harry;1;1;0;0;1; shut up, malfoy. 
harry;1;1;0;0;1; what? 
harry;1;1;0;0;1; hey, hey, hey! 
harry;1;1;1;1;1; brilliant, professor. 
harry;1;1;1;1;1; at least hagrid didn't get fired. 
harry;1;1;0;0;1; i thought if you signed it, then i could... 
harry;1;1;0;0;1; forget about it, guys. see you later. 
harry;1;1;0;0;1; professor, can i ask you something? 
harry;1;1;0;0;1; i did think of voldemort at first. 
harry;1;1;1;0;1; but then i remembered that night on the train and the dementor. 
harry;0;1;0;1;1; before i fainted i heard something. 
harry;1;1;1;0;1; a woman screaming. 
harry;1;1;0;0;1; i think it was my mother the night she was murdered. 
harry;0;1;0;0;1; haunted building in britain. i know. 
harry;1;1;0;0;1; what's going on? 
harry;1;1;0;1;1; excuse me, sir. 
harry;1;1;0;1;1; where's professor lupin? 
harry;1;1;0;0;1; it's quidditch tomorrow. 
